"Phase","Title","januari 2022",,,,,"januari 2022",,,,,"januari 2022",,,,,"januari 2022",,,,,"januari 2022",,,,,"februari 2022",,,,,"februari 2022",,,,,"februari 2022",,,,,"februari 2022",,,,,"maart 2022",,,,,"maart 2022",,,,,"maart 2022",,,,,"maart 2022",,,,,"april 2022",,,,,"april 2022",,,,,"april 2022",,,,,"april 2022",,,,,"mei 2022",,,,,"mei 2022",,,,,"mei 2022",,,,,"mei 2022",,,,,"mei 2022",,,,,"juni 2022",,,,,"juni 2022",,,,,"juni 2022",,,,,"juni 2022",,,,,"juli 2022",,,,,"juli 2022",,,,,"juli 2022",,,,,"juli 2022",,,,,"augustus 2022",,,,,"augustus 2022",,,,,"augustus 2022",,,,,"augustus 2022",,,,,"augustus 2022",,,,,"september 2022",,,,,"september 2022",,,,,"september 2022",,,,,"september 2022",,,,,"oktober 2022",,,,,"oktober 2022",,,,,"oktober 2022",,,,,"oktober 2022",,,,,"oktober 2022",,,,,"november 2022",,,,,"november 2022",,,,,"november 2022",,,,,"november 2022",,,,,"december 2022",,,,,"december 2022",,,,,"december 2022",,,,,"december 2022",,,,,"januari 2023",,,,,
,,"Week 1",,,,,"Week 2",,,,,"Week 3",,,,,"Week 4",,,,,"Week 5",,,,,"Week 6",,,,,"Week 7",,,,,"Week 8",,,,,"Week 9",,,,,"Week 10",,,,,"Week 11",,,,,"Week 12",,,,,"Week 13",,,,,"Week 14",,,,,"Week 15",,,,,"Week 16",,,,,"Week 17",,,,,"Week 18",,,,,"Week 19",,,,,"Week 20",,,,,"Week 21",,,,,"Week 22",,,,,"Week 23",,,,,"Week 24",,,,,"Week 25",,,,,"Week 26",,,,,"Week 27",,,,,"Week 28",,,,,"Week 29",,,,,"Week 30",,,,,"Week 31",,,,,"Week 32",,,,,"Week 33",,,,,"Week 34",,,,,"Week 35",,,,,"Week 36",,,,,"Week 37",,,,,"Week 38",,,,,"Week 39",,,,,"Week 40",,,,,"Week 41",,,,,"Week 42",,,,,"Week 43",,,,,"Week 44",,,,,"Week 45",,,,,"Week 46",,,,,"Week 47",,,,,"Week 48",,,,,"Week 49",,,,,"Week 50",,,,,"Week 51",,,,,"Week 52",,,,,"Week 53",,,,,
,,3,4,5,6,7,10,11,12,13,14,17,18,19,20,21,24,25,26,27,28,31,1,2,3,4,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,28,1,2,3,4,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,28,29,30,31,1,4,5,6,7,8,11,12,13,14,15,18,19,20,21,22,25,26,27,28,29,2,3,4,5,6,9,10,11,12,13,16,17,18,19,20,23,24,25,26,27,30,31,1,2,3,6,7,8,9,10,13,14,15,16,17,20,21,22,23,24,27,28,29,30,1,4,5,6,7,8,11,12,13,14,15,18,19,20,21,22,25,26,27,28,29,1,2,3,4,5,8,9,10,11,12,15,16,17,18,19,22,23,24,25,26,29,30,31,1,2,5,6,7,8,9,12,13,14,15,16,19,20,21,22,23,26,27,28,29,30,3,4,5,6,7,10,11,12,13,14,17,18,19,20,21,24,25,26,27,28,31,1,2,3,4,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,28,29,30,1,2,5,6,7,8,9,12,13,14,15,16,19,20,21,22,23,26,27,28,29,30,2,3,4,5,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
